label,article
<G>,"If we ban Hummers because they are bad for the environment eventually the government will ban all cars, so we should not ban Hummers."
<G>,"If we let our child out of his room, eventually he will want to leave the house, and will end up on the street. If he is walking around on the street then he will be snatched up by a stranger and sold into slavery in a remote region on the World."
<G>,"Don't ever steal! Once you start, you won't be able to stop, and you'll end up bankrupt."
<G>,"If you eat that cookie tonight, you'll eat ten tomorrow, and by this time next year, you'll be eating 1 million cookies a day."
<G>,"If I go to the bathroom, I will miss the notes, then I'll do poorly on a test, then I won't get into college, so I won't go to the bathroom."
<G>,"""If I raise you, I must raise everyone, and then the company goes bankrupt."""
<G>,"If we let the government implant tracking devices in criminals, it's not going to stop there! They're going to want to track school children and eventually everyone!"
<G>,"If you're going to add that much salt to the soup, you might as well pour the whole box in!"
<G>,one thing leads to another and another and another. . . creates a “snowball” effect.
<G>,If we get rid of assault weapons for citizens then we will also soon lose freedom of speech and all freedoms as other countries rush in to conquer us (if the zombies don’t exterminate us first!)
<G>,"Don't ever gamble! Once you start, you won't be able to stop, and you'll end up bankrupt."
<G>,"Lindsay's mom is concerned when she finds out that Lindsay skipped class one day. She tells Lindsay that she will now start skipping more frequently. Then she will drop out altogether, never graduate or get into college, and end up unemployed and living at home for the rest of her life.
What type of fallacy has Lindsay's mom committed?"
<G>,"Justin claimed that passing federal laws to control the amount of violence in music is the first step in a process that will eventually result in absolute government control of the media and total censorship over all forms of artistic expression.
Of what fallacy is this an example?"
<G>,"If you forget to floss, you will get cavities, and if you get cavities, you will lose all your teeth by the time you're 30."
<G>,"If you don't go to camp, you won't have fun this summer, and your whole summer will be ruined!"
<G>,"If we allow euthanasia, the next thing you know, murder will be legal."
<G>,"Colin Closet asserts that if we allow same-sex couples to marry, then the next thing we know we'll be allowing people to marry their parents, their cars and even monkeys."
<G>,"""Animal experimentation reduces our respect for life. If we don't respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now."""
<G>,"If we control Covid-19 with measures that are too draconian, we could wind up with a government that regularly clamps down on its citizens, with bar codes on wrists and cameras in your houses that watch you all the time."
<G>,"Animal experimentation reduces our respect for life. If we don't respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization."
<G>,"Your honor, if we let Pinocchio get away with lying, what's next? Stealing? Murder? ..."
<G>,"If we use one more can of hairspray this month, the ozone layer will not exist, and we will not exist!"
<G>,"You should never gamble! Once you start gambling you find it hard to stop. Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction."
<G>,"Asserting that if we allow ""A"" to happen, then ""Z"" will consequently happen too, therefore ""A"" should not happen."
<G>,"We can’t freeze the academic year because then students won’t graduate on time. Next thing you know most people will be unemployed and will resort to crime. The crime rate will skyrocket and society will collapse.
No podemos congelar el año académico porque entonces los estudiantes no se graduarán a tiempo. Lo siguiente que sabes es que la mayoría de la gente estará desempleada y recurrirá al crimen. La tasa de criminalidad se disparará y la sociedad colapsará."
<G>,"You should never gamble! Once you start gambling you find it hard to stop. Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction.
¡Nunca debes apostar! Una vez que empiece a jugar, le resultará difícil dejar de jugar. Pronto gastará todo su dinero en juegos de azar y, finalmente, recurrirá a la delincuencia solo para apoyar su adicción al juego."
